TrialID,NFB_digit1,NFB_digit2,NFB_digit3,Speaker_trial,TrialID_ME,NFB_digit1_ME,NFB_digit2_ME,NFB_digit3_ME,Speaker_trial_ME,NV_trial_ME,Triggered_trial_ME,Jitter_trial_ME,NV_trial,Triggered_trial,Jitter_trial,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,ME_trials.thisRepN,ME_trials.thisTrialN,ME_trials.thisN,ME_trials.thisIndex,response_ME.thisRepN,response_ME.thisTrialN,response_ME.thisN,response_ME.thisIndex,exp_trials.thisRepN,exp_trials.thisTrialN,exp_trials.thisN,exp_trials.thisIndex,response_exp.thisRepN,response_exp.thisTrialN,response_exp.thisN,response_exp.thisIndex,Digit1_clear.started,Digit1_clear.stopped,response_practice_resp.keys,response_practice_resp.rt,response_practice_resp.started,response_practice_resp.stopped,text_practice_repeat.started,text_practice_repeat.stopped,text_4.started,text_4.stopped,Fixation_ME.started,Fixation_ME.stopped,sound_digit_1_ME.started,sound_digit_1_ME.stopped,text_2.started,text_2.stopped,key_resp_ME.keys,key_resp_ME.rt,key_resp_ME.started,key_resp_ME.stopped,disp_answer_ME.started,disp_answer_ME.stopped,text_7.started,text_7.stopped,text_next_block_ME.started,text_next_block_ME.stopped,response_nextblock_ME.keys,response_nextblock_ME.started,response_nextblock_ME.stopped,response_nextblock_ME.rt,text_break.started,text_break.stopped,Fixation.started,Fixation.stopped,text_6.started,text_6.stopped,Fixation_Play.started,Fixation_Play.stopped,sound_digit1.started,sound_digit1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_nextblock.started,text_nextblock.stopped,response_nextblock.keys,response_nextblock.started,response_nextblock.stopped,response_nextblock.rt,participant,session,date,expName,psychopyVersion,frameRate,
6.0,0.0,2.0,5.0,7.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
7.0,0.0,2.0,9.0,49.0,,,,,,,,,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,0,7,7,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.54686349999974,None,96.54686349999974,None,98.60248760000104,None,0.013066059997072443,None,['return'],[0.7064027000014903],100.00809239999944,None,,,,,,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
7.0,0.0,2.0,9.0,49.0,,,,,,,,,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.83998379999684,None,return,100.83998379999684,None,0.9972172999987379,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
8.0,0.0,2.0,9.0,13.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,8,8,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.87395819999801,None,101.87395819999801,None,103.91484859999764,None,0.01023826000164263,None,['return'],[0.5863836000062292],105.3250829000026,None,,,,,,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
8.0,0.0,2.0,9.0,13.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
9.0,5.0,5.0,3.0,61.0,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0,9,9,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.97238369999832,None,105.97238369999832,None,109.09979079999903,None,0.01148015999206109,None,['return'],[0.5724126000059186],110.50684629999887,None,,,,,,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
9.0,5.0,5.0,3.0,61.0,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
10.0,2.0,4.0,5.0,21.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,10,10,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.14433799999824,None,111.14433799999824,None,113.1942302000025,None,0.00916925999626983,None,['return'],[0.6774469000010868],114.6082344000024,None,,,,,,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
10.0,2.0,4.0,5.0,21.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
11.0,9.0,8.0,2.0,14.0,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0,11,11,11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.33746149999934,None,115.33746149999934,None,118.44756629999756,None,0.013260059997264761,None,['return'],[0.6072782999981428],119.85770229999616,None,,,,,,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
11.0,9.0,8.0,2.0,14.0,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
12.0,6.0,0.0,4.0,13.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,12,12,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.53295739999885,None,120.53295739999885,None,122.60194709999632,None,0.01364956000179518,None,['return'],[0.6518442000015057],124.00696339999558,None,,,,,,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
12.0,6.0,0.0,4.0,13.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
13.0,6.0,6.0,8.0,48.0,,,,,,,,,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,0,13,13,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.73496429999796,None,124.73496429999796,None,126.76472040000226,None,0.010773560003144667,None,['return'],[0.5746616999967955],128.17547509999713,None,,,,,,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
13.0,6.0,6.0,8.0,48.0,,,,,,,,,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
14.0,9.0,1.0,8.0,21.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,14,14,14,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.80190669999865,None,128.80190669999865,None,130.8604572999975,None,0.011962859993218444,None,['return'],[0.5759303999948315],132.27285929999925,None,,,,,,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
14.0,9.0,1.0,8.0,21.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
15.0,0.0,1.0,5.0,10.0,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,15,15,15,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.90399389999948,None,132.90399389999948,None,135.02237169999717,None,0.007109059995855205,None,['return'],[0.7334617000014987],136.43807050000032,None,,,,,,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
15.0,0.0,1.0,5.0,10.0,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.29567220000172,None,return,137.29567220000172,None,1.5953716000003624,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
16.0,9.0,2.0,3.0,61.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,16,16,16,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.92851639999571,None,138.92851639999571,None,140.9685662999982,None,0.013749059988185763,None,['return'],[0.5847942999971565],142.37475019999692,None,,,,,,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
16.0,9.0,2.0,3.0,61.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
17.0,5.0,9.0,0.0,21.0,,,,,,,,,0.0,0.0,-0.0,,,,,,,,,,,,,,,,,,,,,0,17,17,17,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.02296840000054,None,143.02296840000054,None,145.13334629999736,None,0.01020366000739159,None,['return'],[0.5995912999933353],146.5392090999958,None,,,,,,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
17.0,5.0,9.0,0.0,21.0,,,,,,,,,0.0,0.0,-0.0,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
18.0,0.0,1.0,3.0,21.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,18,18,18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.2074494999979,None,147.2074494999979,None,149.25205989999813,None,0.0030238899926189333,None,['return'],[0.5623909999994794],150.65508039999986,None,,,,,,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
18.0,0.0,1.0,3.0,21.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
19.0,6.0,2.0,9.0,33.0,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0,19,19,19,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.27083180000045,None,151.27083180000045,None,154.4128419999979,None,0.011195059996680357,None,['return'],[0.6841252000012901],155.81861149999895,None,,,,,,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
19.0,6.0,2.0,9.0,33.0,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
20.0,0.0,6.0,2.0,48.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,20,20,20,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.57677809999586,None,156.57677809999586,None,158.63702840000042,None,0.006755859991244506,None,['return'],[0.6511776999977883],160.05687670000043,None,,,,,,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
20.0,0.0,6.0,2.0,48.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
21.0,5.0,4.0,3.0,21.0,,,,,,,,,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,0,21,21,21,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.7669984000022,None,160.7669984000022,None,162.85802929999772,None,0.01507535999553511,None,['return'],[0.44243929999356624],164.27135019999696,None,,,,,,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
21.0,5.0,4.0,3.0,21.0,,,,,,,,,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
22.0,5.0,6.0,2.0,33.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,22,22,22,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.7676455999972,None,164.7676455999972,None,166.8266248,None,0.011534159995790105,None,['return'],[0.73887349999859],168.2372538999989,None,,,,,,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
22.0,5.0,6.0,2.0,33.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
23.0,3.0,1.0,9.0,48.0,,,,,,,,,0.0,0.0,-0.0,,,,,,,,,,,,,,,,,,,,,0,23,23,23,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.0396088999987,None,169.0396088999987,None,171.1797241999957,None,0.014629060002334882,None,['return'],[0.5841748000020743],172.58735460000025,None,,,,,,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
23.0,3.0,1.0,9.0,48.0,,,,,,,,,0.0,0.0,-0.0,,,,,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.2586291999978,None,return,173.2586291999978,None,0.8887580000009621,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
24.0,5.0,2.0,8.0,10.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,24,24,24,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.17521029999625,None,174.17521029999625,None,176.23621329999878,None,0.012594159998116083,None,['return'],[0.5599098000020604],177.6557060999985,None,,,,,,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
24.0,5.0,2.0,8.0,10.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
25.0,2.0,6.0,2.0,13.0,,,,,,,,,0.0,0.0,-0.0,,,,,,,,,,,,,,,,,,,,,0,25,25,25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.26752960000158,None,178.26752960000158,None,180.4052498000019,None,0.00020525999570963904,None,['return'],[0.6001415999999153],181.81903330000205,None,,,,,,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
25.0,2.0,6.0,2.0,13.0,,,,,,,,,0.0,0.0,-0.0,,,,,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
26.0,5.0,9.0,0.0,1.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,26,26,26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.49856819999695,None,182.49856819999695,None,184.55894650000118,None,0.010062260000267997,None,['return'],[0.7492827999958536],185.96937400000024,None,,,,,,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
26.0,5.0,9.0,0.0,1.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
27.0,0.0,6.0,5.0,21.0,,,,,,,,,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,0,27,27,27,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.77996110000095,None,186.77996110000095,None,190.95897890000197,None,0.003931459999876097,None,['return'],[0.6222687000044971],192.36902109999937,None,,,,,,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
27.0,0.0,6.0,5.0,21.0,,,,,,,,,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
28.0,3.0,4.0,0.0,13.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,28,28,28,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.05381240000133,None,193.05381240000133,None,195.11793249999755,None,0.012322659997153096,None,['return'],[0.554705800001102],196.535927799996,None,,,,,,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
28.0,3.0,4.0,0.0,13.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
29.0,0.0,4.0,8.0,61.0,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0,29,29,29,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.15349550000246,None,197.15349550000246,None,200.2987116000004,None,0.011817359998531174,None,['return'],[0.5570783000002848],201.70033230000263,None,,,,,,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
29.0,0.0,4.0,8.0,61.0,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_17_2303,eeg_contingent_digits,2021.2.3,60.17035430840072,
