practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,TrialID,NFB_digit1,NFB_digit2,NFB_digit3,Speaker_trial,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,Digit1_clear.started,Digit1_clear.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,0.004887259998213267,None,,,,,,,
