TrialID,NFB_digit1,NFB_digit2,NFB_digit3,Speaker_trial,TrialID_ME,NFB_digit1_ME,NFB_digit2_ME,NFB_digit3_ME,Speaker_trial_ME,NV_trial_ME,Triggered_trial_ME,Jitter_trial_ME,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,ME_trials.thisRepN,ME_trials.thisTrialN,ME_trials.thisN,ME_trials.thisIndex,response_ME.thisRepN,response_ME.thisTrialN,response_ME.thisN,response_ME.thisIndex,Digit1_clear.started,Digit1_clear.stopped,Digit2_clear.started,Digit2_clear.stopped,Digit3_clear.started,Digit3_clear.stopped,response_practice_resp.keys,response_practice_resp.rt,response_practice_resp.started,response_practice_resp.stopped,text_practice_repeat.started,text_practice_repeat.stopped,text_4.started,text_4.stopped,Fixation_ME.started,Fixation_ME.stopped,sound_digit_1_ME.started,sound_digit_1_ME.stopped,sound_digit_2_ME.started,sound_digit_2_ME.stopped,sound_digit_3_ME.started,sound_digit_3_ME.stopped,text_2.started,text_2.stopped,key_resp_ME.keys,key_resp_ME.rt,key_resp_ME.started,key_resp_ME.stopped,disp_answer_ME.started,disp_answer_ME.stopped,text_7.started,text_7.stopped,text_5.started,text_5.stopped,text_8.started,text_8.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0.0026389099657535553,None,0.4706586099928245,None,0.9539605099707842,None,['return'],[0.36864359996980056],21.319228500011377,None,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1648,eeg_contingent_digits,2021.2.3,59.91062534601744,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,['return'],[0.18582979997154325],21.73105940001551,None,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1648,eeg_contingent_digits,2021.2.3,59.91062534601744,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,['return'],[0.2005866999970749],21.96262469998328,None,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1648,eeg_contingent_digits,2021.2.3,59.91062534601744,
0.0,6.0,2.0,4.0,33.0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1648,eeg_contingent_digits,2021.2.3,59.91062534601744,
,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.19530780002242,None,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_15_1648,eeg_contingent_digits,2021.2.3,59.91062534601744,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,23.06229109998094,None,24.637145299988333,None,0.003444940084591508,None,0.4878349400823936,None,0.971161040070001,None,26.050156700017396,27.061180600023363,"['1', 'return']","[0.41490789997624233, 1.1068016999633983]",27.523052499978803,None,27.523052499978803,None,27.523052499978803,28.528050899971277,,,,,1,001,2021_Nov_15_1648,eeg_contingent_digits,2021.2.3,59.91062534601744,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,"['2', 'return']","[0.18932819995097816, 0.6859053999651223]",28.665277599997353,None,28.665277599997353,None,28.665277599997353,None,,,,,1,001,2021_Nov_15_1648,eeg_contingent_digits,2021.2.3,59.91062534601744,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,"['0', 'return']","[0.32558980002067983, 0.5811092000221834]",29.398355400015134,None,29.398355400015134,None,29.398355400015134,None,,,,,1,001,2021_Nov_15_1648,eeg_contingent_digits,2021.2.3,59.91062534601744,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.028442899987567,None,30.028442899987567,None,,,,,,,
