audiofile,duration,noise,voice,words,callSign,colour,number,levels,trigger_start,trigger_end,trigger_call,trigger_col,trigger_num,Unnamed: 0.1,file,firstSound_tmin,lastSound_tmax,token_1_tmin,token_1_tmax,token_2_tmin,token_2_tmax,token_3_tmin,token_3_tmax,Unnamed: 0,rater,newidx,block
audio/SiSSN_DE_Neural2-F_Dr-gr-Vi_-5db.wav,4.9925,SiSSN,Neural2-F,Dr-gr-Vi,Dr,gr,Vi,-5db,200,201,212,222,234,86,DE_Neural2-F_Dr-gr-Vi.TextGrid,0.16712,4.250294634669517,0.6810295622379913,1.2049524891739003,2.252571896109662,2.59712,3.8107937413014312,4.250294634669517,86.0,mean,35,SSN2
audio/SiSSN_DE_Neural2-F_Ad-we-Vi_-7.5db.wav,5.0022,SiSSN,Neural2-F,Ad-we-Vi,Ad,we,Vi,-7.5db,200,201,211,224,234,78,DE_Neural2-F_Ad-we-Vi.TextGrid,0.17712,4.264147541615251,0.7115669163926442,1.2518498854299798,2.2645563650793825,2.64391509361281,3.820632515975781,4.264147541615251,78.0,mean,45,SSN2
audio/SiSSN_DE_Neural2-F_Ti-ro-Dr_0db.wav,4.843,SiSSN,Neural2-F,Ti-ro-Dr,Ti,ro,Dr,0db,200,201,214,223,233,120,DE_Neural2-F_Ti-ro-Dr.TextGrid,0.17712,4.104053164018524,0.7139336372178473,1.190906294782748,2.225340480927432,2.58712,3.777040552371754,4.104053164018524,120.0,mean,53,SSN2
audio/SiSSN_DE_Neural2-D_Dr-ge-Dr_0db.wav,5.2636,SiSSN,Neural2-D,Dr-ge-Dr,Dr,ge,Dr,0db,200,201,212,221,233,16,DE_Neural2-D_Dr-ge-Dr.TextGrid,0.16712,4.521309895545683,0.8301852309515068,1.2957167571078725,2.618621046998121,2.994365918427625,4.234287064650412,4.521309895545683,16.0,mean,43,SSN2
audio/SiSSN_DE_Neural2-D_Ad-we-Ei_-7.5db.wav,5.6307,SiSSN,Neural2-D,Ad-we-Ei,Ad,we,Ei,-7.5db,200,201,211,224,231,13,DE_Neural2-D_Ad-we-Ei.TextGrid,0.16712,4.861934027863542,0.8009548708559393,1.339470758485065,2.756038743996664,3.1535939618409925,4.416756344645877,4.861934027863542,13.0,mean,46,SSN2
audio/SiSSN_DE_Neural2-D_Kr-ro-Ei_-5db.wav,5.4911,SiSSN,Neural2-D,Kr-ro-Ei,Kr,ro,Ei,-5db,200,201,213,223,231,41,DE_Neural2-D_Kr-ro-Ei.TextGrid,0.16712,4.742691482388742,0.8219324303056383,1.2778869185271595,2.6592489787137445,3.035914110122828,4.2747424394244256,4.742691482388742,41.0,mean,48,SSN2
audio/SiSSN_DE_Neural2-D_Kr-gr-Zw_0db.wav,5.4746,SiSSN,Neural2-D,Kr-gr-Zw,Kr,gr,Zw,0db,200,201,213,222,232,39,DE_Neural2-D_Kr-gr-Zw.TextGrid,0.16712,4.731789775377777,0.8201802792484512,1.3023246692481727,2.693341217979942,3.103303956256628,4.3622439582704935,4.731789775377777,39.0,mean,45,SSN2
audio/SiSSN_DE_Neural2-D_Kr-we-Vi_-5db.wav,5.3989,SiSSN,Neural2-D,Kr-we-Vi,Kr,we,Vi,-5db,200,201,213,224,234,46,DE_Neural2-D_Kr-we-Vi.TextGrid,0.16712,4.638827854231253,0.8194796194821302,1.290976331758858,2.64712,3.019411539544113,4.27331570037736,4.638827854231253,46.0,mean,51,SSN2
audio/SiSSN_DE_Neural2-F_Kr-we-Zw_-5db.wav,5.0204,SiSSN,Neural2-F,Kr-we-Zw,Kr,we,Zw,-5db,200,201,213,224,232,111,DE_Neural2-F_Kr-we-Zw.TextGrid,0.15712,4.2854191413214,0.7061968017656319,1.24712,2.271579349814673,2.665049575745868,3.85410296978534,4.2854191413214,111.0,mean,59,SSN2
audio/SiSSN_DE_Neural2-D_Ad-we-Dr_0db.wav,5.4683,SiSSN,Neural2-D,Ad-we-Dr,Ad,we,Dr,0db,200,201,211,224,233,12,DE_Neural2-D_Ad-we-Dr.TextGrid,0.17712,4.70679430331833,0.8212891790498501,1.3506719885439695,2.755144187922824,3.155322623288252,4.420868294213768,4.70679430331833,12.0,mean,62,SSN2
audio/SiSSN_DE_Neural2-D_Dr-ge-Ei_0db.wav,5.4374,SiSSN,Neural2-D,Dr-ge-Ei,Dr,ge,Ei,0db,200,201,212,221,231,17,DE_Neural2-D_Dr-ge-Ei.TextGrid,0.16712,4.679470732871689,0.8154407989221395,1.2585599190902423,2.588422806076583,2.964234964420408,4.1985111144098815,4.679470732871689,17.0,mean,49,SSN2
audio/SiSSN_DE_Neural2-D_Ad-we-Vi_-7.5db.wav,5.5026,SiSSN,Neural2-D,Ad-we-Vi,Ad,we,Vi,-7.5db,200,201,211,224,234,14,DE_Neural2-D_Ad-we-Vi.TextGrid,0.17712,4.764590807201717,0.8161583759867389,1.3591726532039663,2.7669398963640406,3.1557082476371896,4.404128030935565,4.764590807201717,14.0,mean,37,SSN2
audio/SiSSN_DE_Neural2-F_Dr-gr-Vi_0db.wav,4.9925,SiSSN,Neural2-F,Dr-gr-Vi,Dr,gr,Vi,0db,200,201,212,222,234,86,DE_Neural2-F_Dr-gr-Vi.TextGrid,0.16712,4.250294634669517,0.6810295622379913,1.2049524891739003,2.252571896109662,2.59712,3.8107937413014312,4.250294634669517,86.0,mean,60,SSN2
audio/SiSSN_DE_Neural2-D_Ad-gr-Vi_-7.5db.wav,5.5601,SiSSN,Neural2-D,Ad-gr-Vi,Ad,gr,Vi,-7.5db,200,201,211,222,234,6,DE_Neural2-D_Ad-gr-Vi.TextGrid,0.17712,4.830719382085525,0.8380960703111273,1.35575243305931,2.795345193673713,3.2055495939497547,4.465308412210226,4.830719382085525,6.0,mean,35,SSN2
audio/SiSSN_DE_Neural2-D_Dr-gr-Dr_0db.wav,5.3868,SiSSN,Neural2-D,Dr-gr-Dr,Dr,gr,Dr,0db,200,201,212,222,233,20,DE_Neural2-D_Dr-gr-Dr.TextGrid,0.16712,4.632784757274646,0.8393031199846068,1.3121020121616462,2.6871372257317745,3.0930369769837918,4.368038200285565,4.632784757274646,20.0,mean,32,SSN2
audio/SiSSN_DE_Neural2-F_Ti-we-Dr_-5db.wav,4.9342,SiSSN,Neural2-F,Ti-we-Dr,Ti,we,Dr,-5db,200,201,214,224,233,124,DE_Neural2-F_Ti-we-Dr.TextGrid,0.15712,4.178990954746936,0.7516232959293421,1.2028552599826388,2.2995132127148588,2.667991468492041,3.8454722320352097,4.178990954746936,124.0,mean,48,SSN2
audio/SiSSN_DE_Neural2-D_Ti-we-Ei_-5db.wav,5.5762,SiSSN,Neural2-D,Ti-we-Ei,Ti,we,Ei,-5db,200,201,214,224,231,61,DE_Neural2-D_Ti-we-Ei.TextGrid,0.16712,4.82139947031729,0.8756795021962596,1.332001392261298,2.6871353431210325,3.0952513950792726,4.35333456245527,4.82139947031729,61.0,mean,45,SSN2
audio/SiSSN_DE_Neural2-D_Dr-ge-Zw_-7.5db.wav,5.3371,SiSSN,Neural2-D,Dr-ge-Zw,Dr,ge,Zw,-7.5db,200,201,212,221,232,19,DE_Neural2-D_Dr-ge-Zw.TextGrid,0.16712,4.588619873023126,0.8292479092420489,1.2655588424978328,2.587275644666032,2.964254972896038,4.21987539608806,4.588619873023126,19.0,mean,63,SSN2
audio/SiSSN_DE_Neural2-D_Kr-ge-Vi_-7.5db.wav,5.3664,SiSSN,Neural2-D,Kr-ge-Vi,Kr,ge,Vi,-7.5db,200,201,213,221,234,34,DE_Neural2-D_Kr-ge-Vi.TextGrid,0.17712,4.628081391000183,0.8223114586687988,1.2836508424916353,2.6497357243522046,3.024085669460259,4.255562202958083,4.628081391000183,34.0,mean,47,SSN2
audio/SiSSN_DE_Neural2-F_Ad-gr-Ei_-7.5db.wav,5.2153,SiSSN,Neural2-F,Ad-gr-Ei,Ad,gr,Ei,-7.5db,200,201,211,222,231,69,DE_Neural2-F_Ad-gr-Ei.TextGrid,0.17712,4.46512550088921,0.710008855061484,1.2482491587948594,2.27688685820631,2.66653412623792,3.845424551474555,4.46512550088921,69.0,mean,39,SSN2
audio/SiSSN_DE_Neural2-F_Ad-gr-Vi_-5db.wav,4.9836,SiSSN,Neural2-F,Ad-gr-Vi,Ad,gr,Vi,-5db,200,201,211,222,234,70,DE_Neural2-F_Ad-gr-Vi.TextGrid,0.16712,4.24712,0.7045491229909477,1.2288504788061825,2.2433730704856605,2.630923744450773,3.8175479718899687,4.24712,70.0,mean,34,SSN2
audio/SiSSN_DE_Neural2-F_Ad-gr-Ei_-5db.wav,5.2153,SiSSN,Neural2-F,Ad-gr-Ei,Ad,gr,Ei,-5db,200,201,211,222,231,69,DE_Neural2-F_Ad-gr-Ei.TextGrid,0.17712,4.46512550088921,0.710008855061484,1.2482491587948594,2.27688685820631,2.66653412623792,3.845424551474555,4.46512550088921,69.0,mean,39,SSN2
audio/SiSSN_DE_Neural2-F_Kr-we-Dr_0db.wav,4.9052,SiSSN,Neural2-F,Kr-we-Dr,Kr,we,Dr,0db,200,201,213,224,233,108,DE_Neural2-F_Kr-we-Dr.TextGrid,0.16712,4.183105743568752,0.7175600796023255,1.2607861775226965,2.279847144323272,2.6633750334171267,3.840654297772675,4.183105743568752,108.0,mean,36,SSN2
