blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,condsFile,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,audiofile,duration,noise,voice,words,callSign,colour,number,levels,trigger_start,trigger_end,trigger_call,trigger_col,trigger_num,file,firstSound_tmin,lastSound_tmax,token_1_tmin,token_1_tmax,token_2_tmin,token_2_tmax,token_3_tmin,token_3_tmax,rater,newidx,block,instrTrainText.started,instrTrainText.stopped,blockStart.started,blockStart.stopped,sound_1.started,sound_1.stopped,fixation.started,fixation.stopped,screenAfterAudio.started,screenAfterAudio.stopped,participant,order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.0693165003322,None,678.6027331002988,None,680.3759584398009,None,680.3724833000451,None,685.967402030062,None,,,,,,,
